name;gender;Great Britain;Ireland;U.S.A.;Italy;Malta;Portugal;Spain;France;Belgium;Luxembourg;the Netherlands;East Frisia;Germany;Austria;Swiss;Iceland;Denmark;Norway;Sweden;Finland;Estonia;Latvia;Lithuania;Poland;Czech Republic;Slovakia;Hungary;Romania;Bulgaria;Bosnia and Herzegovina;Croatia;Kosovo;Macedonia;Montenegro;Serbia;Slovenia;Albania;Greece;Russia;Belarus;Moldova;Ukraine;Armenia;Azerbaijan;Georgia;Kazakhstan/Uzbekistan,etc.;Turkey;Arabia/Persia;Israel;China;India/Sri Lanka;Japan;Korea;Vietnam;other countries
Aco;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;-2;;-7;;;;;;;;;;;;;;;;;;;;
Acúrcio;M;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ad;M;;;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adair;?M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adakras;M;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adalbert;M;;;;;;;;;;;;-6;-7;-6;-8;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adalberto;M;;;;-7;;-7;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aðalbjörn;M;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aðalgeir;M;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adalgiso;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aðalsteinn;M;;;;;;;;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adam;M;-4;-6;-3;;;;;;;;;-6;-7;-6;-8;-6;-6;;-6;;;;;-1;-6;-5;;-7;;-6;;;;;;;;-7;;;;;;;;;;;-5;;;;;;
Ádám;M;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adama;?M;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adamantios;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;
Adamo;M;;;;-6;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adan;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adán;M;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adaniel;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adão;M;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adar;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;
Addolorato;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Addy;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;
Adel;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;-3;;;;;;;
Adel;?M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;
Adelaido;M;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adelbert;M;;;;;;;;;;;;-7;-8;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adelchi;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adelfo;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adelfried;M;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adelhard;M;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adelin;M;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adelindo;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adelino;M;;;;-7;;-3;-8;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adelio;M;;;;-7;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adélio;M;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adell;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;
Adelmar;M;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adelmino;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adelmo;M;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adelo;M;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adem;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;-4;-6;-6;;;-3;;;;;;;;;;-3;-7;;;;;;;
Ademar;M;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ademaro;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aden;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;
Adeodato;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aderito;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adérito;M;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adham;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;-7;;-7;;;;;;;
Adhémar;M;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adhurim;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;-7;;;;;;;;;;;;;;;;;;
Adi;M;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;-4;;;;;;;-7;;;;;;;;;;;;;;;;;;
Adib;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;
Adil;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;-5;;;;;;;;;;;;-3;;-4;-4;-4;;;;;;;
Adilbek;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;
Adilkhan;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;
Adin;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;
Adinel;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adino;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adir;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;
Adis;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4;;;-7;;;;;;;;;;;;;;;;;;;;;;
Aditya;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;
Adjuto;M;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Admeto;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Admir;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;;;;-5;;;-4;;;;;;;;;;;;;;;;;;
Admirim;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;
Adnan;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1;;-6;-4;-5;;;-6;;;;;;;;;;-3;-2;;;;;;;
Adnand;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;
Ådne;M;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ado;M;;;;-8;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adolf;M;;;;;;;;;;;;-5;-6;-3;-5;-7;-8;;-7;;;;;;-8;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adolfas;M;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adolfo;M;;;;-6;;-7;-5;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ādolfs;M;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adolph;M;;;-8;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adolphe;M;;;;;;;;-8;-8;-6;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adolphus;M;;;-8;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adomas;M;;;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adone;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adonis;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;
Adoram;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;
Adorján;M;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adorno;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adrasto;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adriaan;M;;;;;;;;;-6;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adrian;M;;;;;-5;;;;-8;;-8;-7;-7;-7;-3;;;;;;;;;-7;;-6;;-1;-8;;;;;;;;-3;;;;-3;;;;;;;;;;;;;;
Adrian;?M;-3;-3;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adrián;M;;;;;;;-5;;;;;;;;;;;;;;;;;;;-5;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adriano;M;;;;-3;;-4;-8;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adriāns;M;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adrianus;M;;;;;;;;;-6;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adrião;M;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adriatik;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;
Adrien;M;;;;;;;;-4;-5;-4;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adrijan;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;-7;;;-7;;-8;;;;;;;;;;;;;;;;;;
Adrio;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ädu;M;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aduo;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advija;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;
Aedin;M;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aeihso;M;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aeilt;M;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aelbert;M;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aeneas;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;
Aengus;M;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aerend;M;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aernout;M;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aert;M;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afanasie;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;
Afanasii;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;
Afanasijs;M;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afgan;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;
Afif;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;
Afonso;M;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afrim;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;;;;;-4;;;;;;;;;;;;;;;;;;
Afro;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afşar;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;
Afschin;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;
Afshin;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;
Aftab;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;
Aftandil;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;
Afzal;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;
Agah;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;
Agan;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;
Agapios;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;
Agapito;M;;;;-8;;-8;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agatho;M;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agatino;M;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agazio;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Age;M;;;;;;;;;;;-7;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Åge;M;;;;;;;;;;;;;;;;;-4;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agenore;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ager;M;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agesilao;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agge;M;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aggeo;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agha;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;
Aghasi;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;-7;;;;;;;;;;;
Aghvan;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;
Agide;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ägidius;M;;;;;;;;;;;;;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agil;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;
Agilbert;M;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agilmar;M;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agim;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;-6;-7;;;-1;;;;;;;;;;;;;;;;;;
Ægir;M;;;;;;;;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agis;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;
Agisilaos;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;
Agnar;M;;;;;;;;;;;;;;;;-3;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agne;M;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agnello;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agnelo;M;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agner;M;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agnis;M;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ago;M;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;-5;;;;;;;-7;;;;;;;;;;;;;;;;;;
Agon;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;
Agostinho;M;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agostino;M;;;;-3;-7;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ágoston;M;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agrippino;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agris;M;;;;;;;;;;;;;;;;;;;;;-8;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agron;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;-5;-8;;;-2;;;;;;;;;;;;;;;;;;
Agshin;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;
Agu;M;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aguinaldo;M;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ágúst;M;;;;;;;;;;;;;;;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agusti;M;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agustin;M;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agustín;M;;;;;;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aharon;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;;;;;;
Ahilan;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;
Ahile;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ahlerich;M;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ahlrich;M;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ahmad;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;0;;;;;;;
Ahmed;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;;-7;-6;;;;;;;;;;-7;;;;0;;;;;;;
Ahmet;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4;;-3;-7;-7;;;-4;;;;;;;;;-6;0;;;;;;;;
Ahmo;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;
Ahrend;M;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ahti;M;;;;;;;;;;;;;;;;;;;;-4;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ahto;M;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aiace;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aibek;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;
Aicke;M;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aidan;M;-7;-3;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;
Aidar;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;;
Aidas;M;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aiden;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aido;M;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aiert;M;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aigar;M;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aigars;M;;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aigris;M;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aike;?M;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aiko;M;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ailean;?M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ailert;M;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ailín;M;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ailt;M;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aimable;?M;;;;;;;;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aiman;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;
Aimantas;M;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aimar;M;;;;;;;-8;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aimé;M;;;;;;;;-5;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aimeric;M;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aimery;M;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aimilios;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;
Aimo;M;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
